,logistics,_id,area,weight,fee,time
388,武汉中通,75506176574920,河南,1.5,2.85,2021-11-03
389,武汉中通,75506177492595,河南,1.5,2.85,2021-11-03
390,武汉中通,75506176574108,河南,1.5,2.85,2021-11-03
391,武汉中通,75506176733118,河南,1.5,2.85,2021-11-03
392,武汉中通,75506177366963,河南,1.5,2.85,2021-11-03
393,武汉中通,75506176589349,河南,1.5,2.85,2021-11-03
394,武汉中通,75506177366660,河南,1.5,2.85,2021-11-03
395,武汉中通,75506176572901,河南,1.5,2.85,2021-11-03
396,武汉中通,75506177366897,河南,1.5,2.85,2021-11-03
397,武汉中通,75506176864642,河南,1.5,2.85,2021-11-03
398,武汉中通,75506176711727,河南,1.5,2.85,2021-11-03
399,武汉中通,75506176864099,河南,1.5,2.85,2021-11-03
400,武汉中通,75506176575385,河南,1.5,2.85,2021-11-03
401,武汉中通,75506177493045,河南,1.5,2.85,2021-11-03
402,武汉中通,75506177492080,河南,1.5,2.85,2021-11-03
403,武汉中通,75506177025606,河南,1.5,2.85,2021-11-03
404,武汉中通,75506177366565,河南,1.5,2.85,2021-11-03
405,武汉中通,75506176575515,河南,1.5,2.85,2021-11-03
406,武汉中通,75506176713505,河南,1.5,2.85,2021-11-03
407,武汉中通,75506176574958,河南,1.5,2.85,2021-11-03
408,武汉中通,75506176710116,河南,1.5,2.85,2021-11-03
409,武汉中通,75506176587295,河南,1.5,2.85,2021-11-03
410,武汉中通,75506177493870,河南,1.5,2.85,2021-11-03
411,武汉中通,75506176708776,河南,1.5,2.85,2021-11-03
412,武汉中通,75506177493244,河南,1.5,2.85,2021-11-03
413,武汉中通,75506176867401,河南,1.5,2.85,2021-11-03
414,武汉中通,75506177493826,河南,1.5,2.85,2021-11-03
415,武汉中通,75506176732933,河南,1.5,2.85,2021-11-03
416,武汉中通,75506176587326,河南,1.5,2.85,2021-11-03
417,武汉中通,75506176710057,河南,1.5,2.85,2021-11-03
418,武汉中通,75506176732178,河南,1.5,2.85,2021-11-03
419,武汉中通,75506176576154,河南,1.5,2.85,2021-11-03
420,武汉中通,75506176709849,安徽,1.5,2.85,2021-11-03
421,武汉中通,75506177492513,安徽,1.5,2.85,2021-11-03
422,武汉中通,75506176713306,安徽,1.5,2.85,2021-11-03
423,武汉中通,75506176588421,安徽,1.5,2.85,2021-11-03
